"","OBK1122","OBK1196","OBK1253","OBK2535","OBK2535b","OBK2638","OBK2661","OBK2668","OBK2723","OBK2741","OBK2752","OBK2758","OBK2764","OBK2772","OBK2828","OBK2840","OBK2848","OBK2849","OBK2878","OBK2880","OBK2896","OBK2971","OBK3014","OBK3132","OBK3134","OBK3135","OBK3185","OBK3303","OBK3549","OBK3587","OBK3646","OBK3751","OBK3958","OBK4096","OBK4112","OBK4141","OBK4168","OBK4198","OBK4328","OBK4508","OBK4961","OBK5066"
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oralis",0,0,0,0,0,0,0.01435,0,0,0,0,0.04208,0,0,0,0.44409,0,0,0,0,0,0,0,0,0,0,0.08237,0,0.00181,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_biformis",0,0,0,0,0,0,0.01425,0,0,0,0,0,0.33555,0,0,0,0.48402,0,0,0,0,0,0,0.03376,0,0,0,0,0,0,0,0,0.21113,0.00241,0.17019,0,0,0.61714,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_sanguinis",0,0,0,0,0,0,0.01321,0,0,0,0,0.08908,0,0,0,0.78498,0,0.02602,0,0.08056,0,0,0.20196,0,0.00559,0,0.05571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum",0,0,0,0,0,0,0.00897,0,0,0,0,0,0,0,0,0,0.76611,0.08271,0.34231,0,0,0,0,0.03874,0,0,0,0,0,0,0.11714,0,0,0,0,0.03491,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger|s__Gemmiger_formicilis",0,0,0,0,0,0,0.0083,0,0,0,0,0.12565,0,0,0.00541,0,0.09891,0,0,0,0,0,0,0.07999,0.04116,0.09333,0.06391,0,0,0,0.01649,0.04727,0,0,0,0,0,0,0,0.03379,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii",0,0,0,0,0,0,0.00819,0,0,0,0,0.00916,0,0,0,0,0,0,0,0,0,0,0,0,0.10569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis",0,0,0,0,0,0,0.00675,0,0,0,0,0.10225,0,0,0,0,0,0.04765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii",0,0,0,0,0,0,0.00511,0,0,0,0,0.22055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00719,0,0,0,0.06008,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis",0,0,0,0,0,0,0.00333,0,0,0,0.53024,0,0,0,0,0,0.20605,0.00363,0.58101,0,0,0,0,0,0.11247,0,0,0,0,0,0,0,0,0,0,0.04794,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_110",0,0,0,0,0,0,0.00229,0,0,0,0,0,0,0,0.01037,0,0.00456,0,0.00648,0,0,0,0,0.0043,0,0,0,0,0,0,0,0,0,0,0,0.01055,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_oris",0,0,0,0,0,0,0.00113,0,0,0,0,0,0,0,0,0,0,0.0369,0,0,0,0,0,0.02662,0.02386,0,0.13732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus",0,0,0,0,0,0,0,0,13.45442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03033,0,1.48178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii",0,0,0,0,0,0,0,0,2.95427,0,0.0386,0,0,0,5.11122,0,0,0,0,0,0,0,0,17.70247,0,0,0,0,0,0,0,0.025,0,0.12508,0,0.27286,0,1.23868,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum",0,0,0,0,0,0,0,0,1.18455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03118,0,0,0,0,0,0,0,0,0,0,0,1.79879,1.45251,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_uenonis",0,0,0,0,0,0,0,0,0.10696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305,0,0,0,0,62.96417,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus|s__Anaerococcus_lactolyticus",0,0,0,0,0,0,0,0,0.00281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus",0,0,0,0,0,0,0,0,0,1.39862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02049,0,0,0,0,0.36642,0,0.05732,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Eubacterium_siraeum",0,0,0,0,0,0,0,0,0,0.48022,0,0,0,0,2.75782,0,1.60406,0,0.26332,0,0,0,0,1.91291,0,0,0,0,0,0,0,0,4.59409,4.54873,3.25997,0.04842,0,0,0,3.1633,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_An249",0,0,0,0,0,0,0,0,0,0.19106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens",0,0,0,0,0,0,0,0,0,0.17759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00423,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta",0,0,0,0,0,0,0,0,0,0.04671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_hylemonae",0,0,0,0,0,0,0,0,0,0.03932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola",0,0,0,0,0,0,0,0,0,0,0.61949,0,0,0,0.07996,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11185,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii",0,0,0,0,0,0,0,0,0,0,0.48888,0,0,0,0,0,0,0.10828,0,0,0,0,0,0.07698,0,0,0,0,0,0,0,0,0,0,0,0.32282,0,0.13587,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified|o__Proteobacteria_unclassified|f__Proteobacteria_unclassified|g__Proteobacteria_unclassified|s__Proteobacteria_bacterium_CAG_139",0,0,0,0,0,0,0,0,0,0,0.14758,0,0,0,0,0,0,0.34065,0.13147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bicirculans",0,0,0,0,0,0,0,0,0,0,0.1158,0,0.00473,0,0,0,0,0,0,0,0,0,0,0,0,0.03072,0,0,0,0.31586,0,0.05653,0,0,0,0.01162,0,0.12951,0,0.31691,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_acidophilus",0,0,0,0,0,0,0,0,0,0,0.08755,0,0,0,0,0,0,0,0.05498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter|s__Turicibacter_sanguinis",0,0,0,0,0,0,0,0,0,0,0.04292,0,0,0,0,0,0,0,0.04451,0,0,0,0,0.53074,0.1436,0,0,0,0,0,0.01975,0.01012,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM47",0,0,0,0,0,0,0,0,0,0,0.03512,0.1413,0,0,0,0,0,0.11866,0,0,0,0,0,0,0.01827,0,0.00951,0,0,0,0,0,0,0,0,0,0,0.00132,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_gelidum",0,0,0,0,0,0,0,0,0,0,0,1.39864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis",0,0,0,0,0,0,0,0,0,0,0,0.42099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa",0,0,0,0,0,0,0,0,0,0,0,0.38109,0,0,0,0,0,0.07552,0,0,0,0,0,0,0.01143,0,0.001,0,0,0,0,0.03785,0.01371,0,0.01728,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis",0,0,0,0,0,0,0,0,0,0,0,0.32299,0,0,0.85314,0,0,0,0.06873,0,0,0.16417,0.74953,0,0,11.19099,0,0,0,0,0,0,0,0,3.60505,0,0,0,0.07612,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_odontolyticus",0,0,0,0,0,0,0,0,0,0,0,0.31145,0,0,0,0,0,0.03031,0,0,0,0,0,0.00894,0,0,0.06201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelothrix|s__Erysipelothrix_larvae",0,0,0,0,0,0,0,0,0,0,0,0.23059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_piscium",0,0,0,0,0,0,0,0,0,0,0,0.20215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_lactis",0,0,0,0,0,0,0,0,0,0,0,0.15147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_pectinoschiza",0,0,0,0,0,0,0,0,0,0,0,0.01033,0,0,0,0,0.56371,0,0,0,0,0,0,0,0.15067,0.06999,0,0,0,0,0,0,0,0.45132,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus_group",0,0,0,0,0,0,0,0,0,0,0,0.00959,0,0.2051,0,0.0919,0,0,0,0,0,0,0,0,0.06603,0,0,0,0.7402,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_471",0,0,0,0,0,0,0,0,0,0,0,0.00231,0,0,0,0,0.02564,0.03261,0,0,0,0,0,0,0,0.05471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_1320",0,0,0,0,0,0,0,0,0,0,0,0,8.63317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum",0,0,0,0,0,0,0,0,0,0,0,0,1.00357,0,0.08115,0,0,0.06048,0,0,0,0,0,0,0,0,0.21398,0,0,0,0,0,1.96469,0.02112,2.15103,0.93531,0,0,0.96111,6.28619,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii",0,0,0,0,0,0,0,0,0,0,0,0,0.89042,0,0,0,0.0504,0,0,0,0,0,0,0,0,0,0,0,0,0.29432,0,0,0,0,0,0,0,0.11066,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens",0,0,0,0,0,0,0,0,0,0,0,0,0.36666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00673,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_251",0,0,0,0,0,0,0,0,0,0,0,0,0.0225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila",0,0,0,0,0,0,0,0,0,0,0,0,0.02199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04668,0,0.22016,0,0,0,0.01608,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_isoflavoniconvertens",0,0,0,0,0,0,0,0,0,0,0,0,0.01561,0,0.01087,0,0.23056,0,0,0,0,0,0,0.18861,0,0.45986,2.19582,0,0.01669,0,0,0.6604,0.04075,0,0.1327,0,0,0,0.53174,1.6409,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Agathobaculum|s__Agathobaculum_butyriciproducens",0,0,0,0,0,0,0,0,0,0,0,0,0.00423,0,0,0,0.04149,0.16677,0,0,0,0,0,0,0.07357,0.03123,0,0,0,0,0.11047,0,0,0.07381,0,0,0,0.11531,0,0.00225,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis",0,0,0,0,0,0,0,0,0,0,0,0,0,1.50178,0,0,0.3508,0,0,0,0,0,0,0,0,0,0,0,0.07866,0,0.22085,1.20648,0,1.36231,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31494,0,0,8.0889,0,0,0,0,0,0,0,1.83648,5.01706,0,0,0,0,6.45575,0,0,0,3.50312,0,0,4.48678,2.7196,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6479,0,0,0,0,0,0,0,0.25409,0,0,1.63336,0,0,0,0,0,0,0,0,0.0758,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp_An31A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_sp_CAG_357",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47755,0,0,0,0,0,0,0,0,0.01494,0,0,0,0,0,0,0,0,0,0.93685,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_scatoligenes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32409,0,0,0,0,0,0,0,0,0.21897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02102,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_sp_An22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea|s__Faecalitalea_cylindroides",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04219,0,0.02353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09075,0,1.22066,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01488,0,0,0,0,0,0,0,0,0.05238,0.00713,0,0,0,0,0.2081,0,0,0,0,0,0.01415,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_sp_CAG_266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00971,0,0.08266,0,0,0,0,0,0,0.09011,0,0.01216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter_secundus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0051,0,0,0,0.0481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02309,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00338,0,0,0,0,0,0,0,0,0.03822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus|s__Anaerococcus_vaginalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07587,0,0,0,0,0,0,0,0.06079,0,0,0.02999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23523,0,0,0,0,4.09664,0,0,0.17223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_adiacens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10279,0,0,0,0,0,0,0,0,0.04403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus_harei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerotignum|s__Anaerotignum_lactatifermentans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_asaccharolytica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Finegoldia|s__Finegoldia_magna",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03436,0,0,0,0,0,0,0,0.01661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_tayi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225,0,0,0,0,0,0,0,1.0477,0,0,0,0,0,0.00621,0,0,0,0,0,0,0,0.02299,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus_coxii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00802,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_964",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis_CAG_32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62308,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27527,0.12331,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43176,0,0.87888,0,0,0,0,0,0,0,0,0,0,0,0.38908,0,0,0.1988,0,0.90431,0,0.65525,0.32156,0.01267,0,0
